,code,name,gender,country_x,discipline,event,age,medal_type,team_code,num_athletes
11871,1954700,DURANT Kevin,Male,United States,Basketball,Men,36,Gold Medal,BKBMTEAM5---USA01,12.0
11872,1954701,EDWARDS Anthony,Male,United States,Basketball,Men,23,Gold Medal,BKBMTEAM5---USA01,12.0
11873,1954705,HALIBURTON Tyrese,Male,United States,Basketball,Men,24,Gold Medal,BKBMTEAM5---USA01,12.0
11874,1954709,HOLIDAY Jrue,Male,United States,Basketball,Men,34,Gold Medal,BKBMTEAM5---USA01,12.0
11875,1954714,JAMES LeBron,Male,United States,Basketball,Men,40,Gold Medal,BKBMTEAM5---USA01,12.0
11876,1954724,WHITE Derrick,Male,United States,Basketball,Men,30,Gold Medal,BKBMTEAM5---USA01,12.0
11877,1954729,COLLIER Napheesa,Female,United States,Basketball,Women,28,Gold Medal,BKBWTEAM5---USA01,12.0
11878,1954730,COPPER Kahleah,Female,United States,Basketball,Women,30,Gold Medal,BKBWTEAM5---USA01,12.0
11879,1954734,GRAY Chelsea,Female,United States,Basketball,Women,32,Gold Medal,BKBWTEAM5---USA01,12.0
11880,1954735,GRINER Brittney,Female,United States,Basketball,Women,34,Gold Medal,BKBWTEAM5---USA01,12.0
11881,1954736,HAMBY Dearica,Female,United States,3x3 Basketball,Women,31,Bronze Medal,BK3WTEAM3---USA01,4.0
11882,1954738,HOWARD Rhyne,Female,United States,3x3 Basketball,Women,24,Bronze Medal,BK3WTEAM3---USA01,4.0
11883,1954739,IONESCU Sabrina,Female,United States,Basketball,Women,27,Gold Medal,BKBWTEAM5---USA01,12.0
11884,1954742,LOYD Jewell,Female,United States,Basketball,Women,31,Gold Medal,BKBWTEAM5---USA01,12.0
11885,1954748,PLUM Kelsey,Female,United States,Basketball,Women,30,Gold Medal,BKBWTEAM5---USA01,12.0
11886,1954752,STEWART Breanna,Female,United States,Basketball,Women,30,Gold Medal,BKBWTEAM5---USA01,12.0
11887,1954753,TAURASI Diana,Female,United States,Basketball,Women,42,Gold Medal,BKBWTEAM5---USA01,12.0
11888,1954754,THOMAS Alyssa,Female,United States,Basketball,Women,32,Gold Medal,BKBWTEAM5---USA01,12.0
11889,1954757,WILSON A'ja,Female,United States,Basketball,Women,28,Gold Medal,BKBWTEAM5---USA01,12.0
11890,1954758,YOUNG Jackie,Female,United States,Basketball,Women,27,Gold Medal,BKBWTEAM5---USA01,12.0
11892,1954768,BURDICK Cierra,Female,United States,3x3 Basketball,Women,31,Bronze Medal,BK3WTEAM3---USA01,4.0
11896,1954785,van LITH Hailey,Female,United States,3x3 Basketball,Women,23,Bronze Medal,BK3WTEAM3---USA01,4.0
11903,1954809,FERRE GASET Txell,Female,Spain,Artistic Swimming,Team,18,Bronze Medal,SWAWTEAM8---ESP01,9.0
11904,1954811,GARCIA POLO Marina,Female,Spain,Artistic Swimming,Team,20,Bronze Medal,SWAWTEAM8---ESP01,9.0
11905,1954813,LLUIS VALETTE Lilou,Female,Spain,Artistic Swimming,Team,18,Bronze Medal,SWAWTEAM8---ESP01,9.0
11906,1954814,MAS PUJADAS Meritxell,Female,Spain,Artistic Swimming,Team,30,Bronze Medal,SWAWTEAM8---ESP01,9.0
11907,1954815,OZHOGINA OZHOGIN Alisa,Female,Spain,Artistic Swimming,Team,24,Bronze Medal,SWAWTEAM8---ESP01,9.0
11909,1954816,RAMIREZ IBANEZ Paula,Female,Spain,Artistic Swimming,Team,28,Bronze Medal,SWAWTEAM8---ESP01,9.0
11910,1954817,SALDANA LOPEZ Sara,Female,Spain,Artistic Swimming,Team,24,Bronze Medal,SWAWTEAM8---ESP01,9.0
11911,1954818,TIO CASAS Iris,Female,Spain,Artistic Swimming,Team,22,Bronze Medal,SWAWTEAM8---ESP01,9.0
11913,1954819,TOLEDANO LAUT Blanca,Female,Spain,Artistic Swimming,Team,24,Bronze Medal,SWAWTEAM8---ESP01,9.0
11964,1954874,CAMUS Paula,Female,Spain,Water Polo,Women,22,Gold Medal,WPOWTEAM7---ESP01,13.0
11965,1954875,CRESPI BARRIGA Paula,Female,Spain,Water Polo,Women,26,Gold Medal,WPOWTEAM7---ESP01,13.0
11967,1954877,ESPAR LLAQUET Anni,Female,Spain,Water Polo,Women,31,Gold Medal,WPOWTEAM7---ESP01,13.0
11968,1954878,ESTER RAMOS Laura,Female,Spain,Water Polo,Women,34,Gold Medal,WPOWTEAM7---ESP01,13.0
11970,1954880,FORCA ARIZA Judith,Female,Spain,Water Polo,Women,28,Gold Medal,WPOWTEAM7---ESP01,13.0
11971,1954881,GARCIA GODOY Maica,Female,Spain,Water Polo,Women,34,Gold Medal,WPOWTEAM7---ESP01,13.0
11974,1954886,LEITON ARRONES Paula,Female,Spain,Water Polo,Women,24,Gold Medal,WPOWTEAM7---ESP01,13.0
11977,1954893,ORTIZ Bea,Female,Spain,Water Polo,Women,29,Gold Medal,WPOWTEAM7---ESP01,13.0
11978,1954894,PENA Pili,Female,Spain,Water Polo,Women,38,Gold Medal,WPOWTEAM7---ESP01,13.0
11979,1954895,PEREZ VIVAS Nona,Female,Spain,Water Polo,Women,21,Gold Medal,WPOWTEAM7---ESP01,13.0
11981,1954897,PIRALKOVA COELLO Isabel,Female,Spain,Water Polo,Women,19,Gold Medal,WPOWTEAM7---ESP01,13.0
11982,1954900,RUIZ BARRIL Elena,Female,Spain,Water Polo,Women,20,Gold Medal,WPOWTEAM7---ESP01,13.0
11985,1954903,TERRE Martina,Female,Spain,Water Polo,Women,22,Gold Medal,WPOWTEAM7---ESP01,13.0
12007,1955070,BATTEN Haley,Female,United States,Cycling Mountain Bike,Womens Cross-country,26,Silver Medal,,
12008,1955071,BENEGAS Perris,Female,United States,Cycling BMX Freestyle,Womens Park,29,Silver Medal,,
12011,1955077,CUMMINS Olivia,Female,United States,Cycling Track,Womens Team Pursuit,21,Gold Medal,CTRWPURTEAM4USA01,6.0
12015,1955079,DYGERT Chloe,Female,United States,Cycling Road,Womens Individual Time Trial,27,Bronze Medal,,
12018,1955079,DYGERT Chloe,Female,United States,Cycling Track,Womens Team Pursuit,27,Gold Medal,CTRWPURTEAM4USA01,6.0
12019,1955080,EHRLICH Emily,Female,United States,Cycling Track,Womens Team Pursuit,31,Gold Medal,CTRWPURTEAM4USA01,6.0
12020,1955081,FAULKNER Kristen,Female,United States,Cycling Road,Womens Road Race,32,Gold Medal,,
12023,1955081,FAULKNER Kristen,Female,United States,Cycling Track,Womens Team Pursuit,32,Gold Medal,CTRWPURTEAM4USA01,6.0
12036,1955106,VALENTE Jennifer,Female,United States,Cycling Track,Womens Omnium,30,Gold Medal,,
12037,1955106,VALENTE Jennifer,Female,United States,Cycling Track,Womens Team Pursuit,30,Gold Medal,CTRWPURTEAM4USA01,6.0
12041,1955108,WILLIAMS Lily,Female,United States,Cycling Track,Womens Team Pursuit,30,Gold Medal,CTRWPURTEAM4USA01,6.0
12048,1955126,HARRISON Nevin,Female,United States,Canoe Sprint,Womens Canoe Single 200m,22,Silver Medal,,
12049,1955132,LEIBFARTH Evy,Female,United States,Canoe Slalom,Womens Canoe Single,20,Bronze Medal,,
12056,1955300,BROOKS Aaron Marquel,Male,United States,Wrestling,Mens Freestyle 86kg,24,Bronze Medal,,
12058,1955304,ELOR Amit,Female,United States,Wrestling,Womens Freestyle 68kg,20,Gold Medal,,
12060,1955344,BLADES Kennedy Alexis,Female,United States,Wrestling,Womens Freestyle 76kg,21,Silver Medal,,
12061,1955345,DAKE Kyle Douglas,Male,United States,Wrestling,Mens Freestyle 74kg,33,Bronze Medal,,
12063,1955373,HILDEBRANDT Sarah Ann,Female,United States,Wrestling,Womens Freestyle 50kg,31,Gold Medal,,
12064,1955415,LEE Spencer Richard,Male,United States,Wrestling,Mens Freestyle 57kg,26,Silver Medal,,
12065,1955426,MAROULIS Helen Louise,Female,United States,Wrestling,Womens Freestyle 57kg,33,Bronze Medal,,
12074,1955526,DEGUCHI Christa,Female,Canada,Judo,Women -57 kg,29,Gold Medal,,
12090,1955590,VICTOR,Male,United States,Breaking,B-Boys,30,Bronze Medal,,
12091,1955595,ELLISON Brady,Male,United States,Archery,Mens Individual,36,Silver Medal,,
12092,1955595,ELLISON Brady,Male,United States,Archery,Mixed Team,36,Bronze Medal,ARCXTEAM2---USA01,2.0
12097,1955601,KAUFHOLD Casey,Female,United States,Archery,Mixed Team,20,Bronze Medal,ARCXTEAM2---USA01,2.0
12111,1955645,JONES Omari,Male,United States,Boxing,Mens 71kg,22,Bronze Medal,,
12115,1955669,AKIO Augusto,Male,Brazil,Skateboarding,Mens Park,24,Bronze Medal,,
12121,1955689,LEAL Rayssa,Female,Brazil,Skateboarding,Womens Street,16,Bronze Medal,,
12128,1955778,MEDINA Gabriel,Male,Brazil,Surfing,Men,31,Bronze Medal,,
12132,1955783,WESTON-WEBB Tatiana,Female,Brazil,Surfing,Women,28,Silver Medal,,
12135,1955815,PONTES Edival,Male,Brazil,Taekwondo,Men -68kg,27,Bronze Medal,,
12190,1956347,ARUNOVIC Zorana,Female,Serbia,Shooting,10m Air Pistol Mixed Team,38,Gold Medal,SHOXAPMT----SRB01,2.0
12194,1956356,MIKEC Damir,Male,Serbia,Shooting,10m Air Pistol Mixed Team,40,Gold Medal,SHOXAPMT----SRB01,2.0
12195,1956372,PERISIC Aleksandra,Female,Serbia,Taekwondo,Women -67kg,22,Silver Medal,,
12198,1956398,DJOKOVIC Novak,Male,Serbia,Tennis,Mens Singles,37,Gold Medal,,
12201,1956426,CUK Milos,Male,Serbia,Water Polo,Men,34,Gold Medal,WPOMTEAM7---SRB01,13.0
12202,1956427,DEDOVIC Nikola,Male,Serbia,Water Polo,Men,32,Gold Medal,WPOMTEAM7---SRB01,13.0
12203,1956432,DRASOVIC Radomir,Male,Serbia,Water Polo,Men,27,Gold Medal,WPOMTEAM7---SRB01,13.0
12204,1956434,FILIPOVIC Radoslav,Male,Serbia,Water Polo,Men,27,Gold Medal,WPOMTEAM7---SRB01,13.0
12205,1956438,JAKSIC Petar,Male,Serbia,Water Polo,Men,23,Gold Medal,WPOMTEAM7---SRB01,13.0
12206,1956440,JAKSIC Nikola,Male,Serbia,Water Polo,Men,27,Gold Medal,WPOMTEAM7---SRB01,13.0
12207,1956444,MANDIC Dusan,Male,Serbia,Water Polo,Men,30,Gold Medal,WPOMTEAM7---SRB01,13.0
12208,1956448,MISOVIC Vladimir,Male,Serbia,Water Polo,Men,23,Gold Medal,WPOMTEAM7---SRB01,13.0
12209,1956456,RANDELOVIC Sava,Male,Serbia,Water Polo,Men,31,Gold Medal,WPOMTEAM7---SRB01,13.0
12210,1956457,RASOVIC Viktor,Male,Serbia,Water Polo,Men,31,Gold Medal,WPOMTEAM7---SRB01,13.0
12211,1956459,RASOVIC Strahinja,Male,Serbia,Water Polo,Men,32,Gold Medal,WPOMTEAM7---SRB01,13.0
12212,1956465,UBOVIC Nemanja,Male,Serbia,Water Polo,Men,33,Gold Medal,WPOMTEAM7---SRB01,13.0
12213,1956466,VICO Nemanja,Male,Serbia,Water Polo,Men,30,Gold Medal,WPOMTEAM7---SRB01,13.0
12214,1956469,PEATY Adam,Male,Great Britain,Swimming,Mens 100m Breaststroke,30,Silver Medal,,
12240,1956840,BELL Georgia,Female,Great Britain,Athletics,Womens 1500m,31,Bronze Medal,,
12241,1956843,HENRY Desiree,Female,Great Britain,Athletics,Womens 4 x 100m Relay,29,Silver Medal,ATHW4X100M--GBR01,6.0
12242,1956844,JEFFERIES Ben,Male,Great Britain,Athletics,4 x 400m Relay Mixed,25,Bronze Medal,ATHX4X400M--GBR01,9.0
12245,1956846,KELLY Hannah,Female,Great Britain,Athletics,Womens 4 x 400m Relay,24,Bronze Medal,ATHW4X400M--GBR01,8.0
12246,1956846,KELLY Hannah,Female,Great Britain,Athletics,4 x 400m Relay Mixed,24,Bronze Medal,ATHX4X400M--GBR01,9.0
12248,1956853,REARDON Samuel,Male,Great Britain,Athletics,Mens 4 x 400m Relay,21,Bronze Medal,ATHM4X400M--GBR01,7.0
12249,1956853,REARDON Samuel,Male,Great Britain,Athletics,4 x 400m Relay Mixed,21,Bronze Medal,ATHX4X400M--GBR01,9.0
12262,1957081,HAYTER Ethan,Male,Great Britain,Cycling Track,Mens Team Pursuit,26,Silver Medal,CTRMPURTEAM4GBR01,6.0
12265,1957082,MARCHANT Katy,Female,Great Britain,Cycling Track,Womens Team Sprint,31,Gold Medal,CTRWSPRTEAM3GBR01,4.0
12267,1957083,ROBERTS Jessica,Female,Great Britain,Cycling Track,Womens Team Pursuit,25,Bronze Medal,CTRWPURTEAM4GBR01,6.0
12317,1958461,ALONSO Gracia,Female,Spain,3x3 Basketball,Women,32,Silver Medal,BK3WTEAM3---ESP01,4.0
12320,1958475,CAMILION Juana,Female,Spain,3x3 Basketball,Women,25,Silver Medal,BK3WTEAM3---ESP01,4.0
12328,1958504,GIMENO Vega,Female,Spain,3x3 Basketball,Women,33,Silver Medal,BK3WTEAM3---ESP01,4.0
12342,1958573,YGUERAVIDE Sandra,Female,Spain,3x3 Basketball,Women,40,Silver Medal,BK3WTEAM3---ESP01,4.0
12344,1958652,ZHADRAYEV Demeu,Male,Kazakhstan,Wrestling,Mens Greco-Roman 77kg,35,Silver Medal,,
12356,1958888,PHIL WIZARD,Male,Canada,Breaking,B-Boys,27,Gold Medal,,
12357,1958899,RUANO OLIVA Adriana,Female,Guatemala,Shooting,Trap Women,29,Gold Medal,,
12358,1958970,BROL CARDENAS Jean Pierre,Male,Guatemala,Shooting,Trap Men,42,Bronze Medal,,
12360,1959132,ZSOMBOR-MURRAY Nathan,Male,Canada,Diving,Mens Synchronised 10m Platform,21,Bronze Medal,DIVM10MTEAM2CAN01,2.0
12367,1959146,WIENS Rylan,Male,Canada,Diving,Mens Synchronised 10m Platform,22,Bronze Medal,DIVM10MTEAM2CAN01,2.0
12374,1959270,BOTIN le CHEVER Diego,Male,Spain,Sailing,Mens Skiff,31,Gold Medal,SALM49ER----ESP01,2.0
12381,1959294,TRITTEL PAUL Florian,Male,Spain,Sailing,Mens Skiff,30,Gold Medal,SALM49ER----ESP01,2.0
12396,1959781,HONG Asher,Male,United States,Artistic Gymnastics,Mens Team,20,Bronze Medal,GARMTEAM----USA01,5.0
12406,1959811,RICHARD Frederick,Male,United States,Artistic Gymnastics,Mens Team,20,Bronze Medal,GARMTEAM----USA01,5.0
12412,1959814,RIVERA Hezly,Female,United States,Artistic Gymnastics,Womens Team,16,Gold Medal,GARWTEAM----USA01,5.0
12417,1959819,CAREY Jade,Female,United States,Artistic Gymnastics,Womens Vault,24,Bronze Medal,,
12418,1959819,CAREY Jade,Female,United States,Artistic Gymnastics,Womens Team,24,Gold Medal,GARWTEAM----USA01,5.0
12428,1959823,MALONE Brody,Male,United States,Artistic Gymnastics,Mens Team,24,Bronze Medal,GARMTEAM----USA01,5.0
12435,1959825,CHILES Jordan,Female,United States,Artistic Gymnastics,Womens Team,23,Gold Medal,GARWTEAM----USA01,5.0
12444,1959855,JUDA Paul,Male,United States,Artistic Gymnastics,Mens Team,23,Bronze Medal,GARMTEAM----USA01,5.0
12446,1959861,BILES Simone,Female,United States,Artistic Gymnastics,Womens All-Around,27,Gold Medal,,
12448,1959861,BILES Simone,Female,United States,Artistic Gymnastics,Womens Floor Exercise,27,Silver Medal,,
12450,1959861,BILES Simone,Female,United States,Artistic Gymnastics,Womens Vault,27,Gold Medal,,
12451,1959861,BILES Simone,Female,United States,Artistic Gymnastics,Womens Team,27,Gold Medal,GARWTEAM----USA01,5.0
12456,1959865,NEDOROSCIK Stephen,Male,United States,Artistic Gymnastics,Mens Pommel Horse,26,Bronze Medal,,
12459,1959865,NEDOROSCIK Stephen,Male,United States,Artistic Gymnastics,Mens Team,26,Bronze Medal,GARMTEAM----USA01,5.0
12461,1959866,LEE Sunisa,Female,United States,Artistic Gymnastics,Womens All-Around,21,Bronze Medal,,
12464,1959866,LEE Sunisa,Female,United States,Artistic Gymnastics,Womens Uneven Bars,21,Bronze Medal,,
12466,1959866,LEE Sunisa,Female,United States,Artistic Gymnastics,Womens Team,21,Gold Medal,GARWTEAM----USA01,5.0
12489,1960111,NORWOOD Vernon,Male,United States,Athletics,Mens 4 x 400m Relay,32,Gold Medal,ATHM4X400M--USA01,8.0
12490,1960111,NORWOOD Vernon,Male,United States,Athletics,4 x 400m Relay Mixed,32,Silver Medal,ATHX4X400M--USA01,6.0
12491,1960115,HOBBS Aleia,Female,United States,Athletics,Womens 4 x 100m Relay,28,Gold Medal,ATHW4X100M--USA01,6.0
12504,1960169,RUSSELL Masai,Female,United States,Athletics,Womens 100m Hurdles,24,Gold Medal,,
12505,1960173,LYLES Noah,Male,United States,Athletics,Mens 100m,27,Gold Medal,,
12506,1960173,LYLES Noah,Male,United States,Athletics,Mens 200m,27,Bronze Medal,,
12508,1960177,HALL Quincy,Male,United States,Athletics,Mens 400m,26,Gold Medal,,
12509,1960177,HALL Quincy,Male,United States,Athletics,Mens 4 x 400m Relay,26,Gold Medal,ATHM4X400M--USA01,8.0
12510,1960178,KENDRICKS Sam,Male,United States,Athletics,Mens Pole Vault,32,Silver Medal,,
12511,1960179,LITTLE Shamier,Female,United States,Athletics,Womens 4 x 400m Relay,29,Gold Medal,ATHW4X400M--USA01,8.0
12512,1960179,LITTLE Shamier,Female,United States,Athletics,4 x 400m Relay Mixed,29,Silver Medal,ATHX4X400M--USA01,6.0
12513,1960181,RICHARDSON Sha'carri,Female,United States,Athletics,Womens 100m,24,Silver Medal,,
12514,1960181,RICHARDSON Sha'carri,Female,United States,Athletics,Womens 4 x 100m Relay,24,Gold Medal,ATHW4X100M--USA01,6.0
12519,1960228,YEPEZ GUZMAN Lucia Yamileth,Female,Ecuador,Wrestling,Womens Freestyle 53kg,23,Silver Medal,,
12538,1960581,COCKRELL Anna,Female,United States,Athletics,Womens 400m Hurdles,27,Silver Medal,,
12539,1960588,BROWN Brittany,Female,United States,Athletics,Womens 200m,29,Bronze Medal,,
12540,1960590,DEADMON Bryce,Male,United States,Athletics,Mens 4 x 400m Relay,27,Gold Medal,ATHM4X400M--USA01,8.0
12541,1960590,DEADMON Bryce,Male,United States,Athletics,4 x 400m Relay Mixed,27,Silver Medal,ATHX4X400M--USA01,6.0
12543,1960604,BAILEY Christopher,Male,United States,Athletics,Mens 4 x 400m Relay,24,Gold Medal,ATHM4X400M--USA01,8.0
12548,1960650,BROWN Kaylyn,Female,United States,Athletics,Womens 4 x 400m Relay,20,Gold Medal,ATHW4X400M--USA01,8.0
12549,1960650,BROWN Kaylyn,Female,United States,Athletics,4 x 400m Relay Mixed,20,Silver Medal,ATHX4X400M--USA01,6.0
12552,1960659,BEDNAREK Kenneth,Male,United States,Athletics,Mens 200m,26,Silver Medal,,
12557,1960684,BENJAMIN Rai,Male,United States,Athletics,Mens 400m Hurdles,27,Gold Medal,,
12558,1960684,BENJAMIN Rai,Male,United States,Athletics,Mens 4 x 400m Relay,27,Gold Medal,ATHM4X400M--USA01,8.0
12559,1960688,CROUSER Ryan,Male,United States,Athletics,Mens Shot Put,32,Gold Medal,,
12561,1960709,DAVIS Tamari,Female,United States,Athletics,Womens 4 x 100m Relay,21,Gold Medal,ATHW4X100M--USA01,6.0
12562,1960711,DAVIS-WOODHALL Tara,Female,United States,Athletics,Womens Long Jump,25,Gold Medal,,
12564,1960721,ALLMAN Valarie,Female,United States,Athletics,Womens Discus Throw,29,Gold Medal,,
12571,1960762,APPS Olivia,Female,Canada,Rugby Sevens,Women,26,Silver Medal,RU7WTEAM7---CAN01,14.0
12572,1960765,BERMUDEZ Fancy,Female,Canada,Rugby Sevens,Women,22,Silver Medal,RU7WTEAM7---CAN01,14.0
12573,1960778,CORRIGAN Alysha,Female,Canada,Rugby Sevens,Women,27,Silver Medal,RU7WTEAM7---CAN01,14.0
12574,1960779,CROSSLEY Caroline,Female,Canada,Rugby Sevens,Women,26,Silver Medal,RU7WTEAM7---CAN01,14.0
12575,1960781,DANIELS Chloe,Female,Canada,Rugby Sevens,Women,21,Silver Medal,RU7WTEAM7---CAN01,14.0
12576,1960797,HOGAN-ROCHESTER Asia,Female,Canada,Rugby Sevens,Women,25,Silver Medal,RU7WTEAM7---CAN01,14.0
12577,1960803,LOGAN Piper,Female,Canada,Rugby Sevens,Women,23,Silver Medal,RU7WTEAM7---CAN01,14.0
12578,1960812,NORSTEN Carissa,Female,Canada,Rugby Sevens,Women,21,Silver Medal,RU7WTEAM7---CAN01,14.0
12579,1960817,PERRY Taylor,Female,Canada,Rugby Sevens,Women,24,Silver Medal,RU7WTEAM7---CAN01,14.0
12580,1960822,SCURFIELD Krissy,Female,Canada,Rugby Sevens,Women,21,Silver Medal,RU7WTEAM7---CAN01,14.0
12581,1960826,SYMONDS Florence,Female,Canada,Rugby Sevens,Women,22,Silver Medal,RU7WTEAM7---CAN01,14.0
12582,1960832,VALENZUELA Shalaya,Female,Canada,Rugby Sevens,Women,25,Silver Medal,RU7WTEAM7---CAN01,14.0
12583,1960834,WARDLEY Keyara,Female,Canada,Rugby Sevens,Women,24,Silver Medal,RU7WTEAM7---CAN01,14.0
12584,1960837,WILLIAMS Charity,Female,Canada,Rugby Sevens,Women,28,Silver Medal,RU7WTEAM7---CAN01,14.0
12589,1960899,ECHIKUNWOKE Annette Nneka,Female,United States,Athletics,Womens Hammer Throw,28,Silver Medal,,
12593,1960909,HOLMES Alexis,Female,United States,Athletics,Womens 4 x 400m Relay,24,Gold Medal,ATHW4X400M--USA01,8.0
12600,1960933,HOCKER Cole,Male,United States,Athletics,Mens 1500m,23,Gold Medal,,
12602,1960958,KERLEY Fred,Male,United States,Athletics,Mens 100m,29,Bronze Medal,,
12606,1960959,FISHER Grant,Male,United States,Athletics,Mens 5000m,27,Bronze Medal,,
12607,1960961,HOLLOWAY Grant,Male,United States,Athletics,Mens 110m Hurdles,27,Gold Medal,,
12611,1960984,ELLIS Kendall,Female,United States,Athletics,Womens 4 x 400m Relay,28,Gold Medal,ATHW4X400M--USA01,8.0
12613,1961011,JEFFERSON Melissa,Female,United States,Athletics,Womens 100m,23,Bronze Medal,,
12614,1961011,JEFFERSON Melissa,Female,United States,Athletics,Womens 4 x 100m Relay,23,Gold Medal,ATHW4X100M--USA01,6.0
12615,1961016,HAYES Quanera,Female,United States,Athletics,Womens 4 x 400m Relay,32,Gold Medal,ATHW4X400M--USA01,8.0
12632,1961080,BENUS Matej,Male,Slovakia,Canoe Slalom,Mens Canoe Single,37,Bronze Medal,,
12653,1961218,KARALIS Emmanouil,Male,Greece,Athletics,Mens Pole Vault,25,Bronze Medal,,
12657,1961246,TENTOGLOU Miltiadis,Male,Greece,Athletics,Mens Long Jump,26,Gold Medal,,
12673,1961314,PETROUNIAS Eleftherios,Male,Greece,Artistic Gymnastics,Mens Rings,34,Bronze Medal,,
12675,1961318,TSELIDIS Theodoros,Male,Greece,Judo,Men -90 kg,28,Bronze Medal,,
12695,1961406,MATSUYAMA Hideki,Male,Japan,Golf,Mens Individual Stroke Play,32,Bronze Medal,,
12729,1961747,LYU Jianlin,Male,China,Shooting,Skeet Mixed Team,28,Bronze Medal,SHOXSKMT----CHN01,2.0
12760,1962589,SMITH Tatjana,Female,South Africa,Swimming,Womens 100m Breaststroke,27,Gold Medal,,
12761,1962589,SMITH Tatjana,Female,South Africa,Swimming,Womens 200m Breaststroke,27,Silver Medal,,
12785,1963077,KWEMOI Ronald,Male,Kenya,Athletics,Mens 5000m,29,Silver Medal,,
12788,1963245,CHEUNG Ka Long,Male,"Hong Kong, China",Fencing,Mens Foil Individual,27,Gold Medal,,
12790,1963262,KONG Man Wai Vivian,Female,"Hong Kong, China",Fencing,Womens Épée Individual,30,Gold Medal,,
12800,1963520,SEDJATI Djamel,Male,Algeria,Athletics,Mens 800m,25,Bronze Medal,,
12815,1963635,MATSUSHITA Tomoyuki,Male,Japan,Swimming,Mens 400m Individual Medley,19,Silver Medal,,
12835,1963800,KURUGLIEV Dauren,Male,Greece,Wrestling,Mens Freestyle 86kg,32,Bronze Medal,,
12857,1964058,SILVA RAMOS Ana Patricia,Female,Brazil,Beach Volleyball,Women,27,Gold Medal,VBVWTEAM2---BRA01,2.0
12858,1964063,da SILVA Ana Carolina,Female,Brazil,Volleyball,Women,33,Bronze Medal,VVOWTEAM6---BRA01,13.0
12860,1964065,MENEZES OLIVEIRA de SOUZA Ana Cris,Female,Brazil,Volleyball,Women,20,Bronze Medal,VVOWTEAM6---BRA01,13.0
12865,1964076,DUARTE ALECRIM Diana,Female,Brazil,Volleyball,Women,25,Bronze Medal,VVOWTEAM6---BRA01,13.0
12868,1964088,SANTOS LISBOA Eduarda,Female,Brazil,Beach Volleyball,Women,26,Gold Medal,VBVWTEAM2---BRA01,2.0
12871,1964094,BRAGA GUIMARAES Gabriela,Female,Brazil,Volleyball,Women,30,Bronze Medal,VVOWTEAM6---BRA01,13.0
12875,1964106,BERGMANN Julia Isabelle,Female,Brazil,Volleyball,Women,23,Bronze Medal,VVOWTEAM6---BRA01,13.0
12878,1964136,GERALDO TEIXEIRA Lorenne,Female,Brazil,Volleyball,Women,28,Bronze Medal,VVOWTEAM6---BRA01,13.0
12879,1964140,SILVA CARNEIRO Macris Fernanda,Female,Brazil,Volleyball,Women,35,Bronze Medal,VVOWTEAM6---BRA01,13.0
12880,1964151,ARAUJO Natalia,Female,Brazil,Volleyball,Women,27,Bronze Medal,VVOWTEAM6---BRA01,13.0
12881,1964152,ALEXANDRE COSTA NUNES Nyeme Victor,Female,Brazil,Volleyball,Women,26,Bronze Medal,VVOWTEAM6---BRA01,13.0
12882,1964167,MONTIBELLER Rosamaria,Female,Brazil,Volleyball,Women,30,Bronze Medal,VVOWTEAM6---BRA01,13.0
12883,1964169,RATZKE Roberta Silva,Female,Brazil,Volleyball,Women,34,Bronze Medal,VVOWTEAM6---BRA01,13.0
12886,1964180,DAHER de MENEZES Thaisa,Female,Brazil,Volleyball,Women,37,Bronze Medal,VVOWTEAM6---BRA01,13.0
12887,1964183,LEMES SANTOS Tainara,Female,Brazil,Volleyball,Women,24,Bronze Medal,VVOWTEAM6---BRA01,13.0
12896,1964547,VINCENT Katie,Female,Canada,Canoe Sprint,Womens Canoe Single 200m,28,Gold Medal,,
12897,1964547,VINCENT Katie,Female,Canada,Canoe Sprint,Womens Canoe Double 500m,28,Bronze Medal,CSPWC2-500M-CAN01,2.0
12913,1964583,MACKENZIE Sloan,Female,Canada,Canoe Sprint,Womens Canoe Double 500m,22,Bronze Medal,CSPWC2-500M-CAN01,2.0
12953,1965202,LINDSEY Courtney,Male,United States,Athletics,Mens 4 x 400m Relay,26,Gold Medal,ATHM4X400M--USA01,8.0
12957,1965223,ROBERTS Daniel,Male,United States,Athletics,Mens 110m Hurdles,27,Silver Medal,,
12961,1965246,KOVACS Joe,Male,United States,Athletics,Mens Shot Put,35,Silver Medal,,
12962,1965250,MOORE Jasmine,Female,United States,Athletics,Womens Long Jump,23,Bronze Medal,,
12963,1965250,MOORE Jasmine,Female,United States,Athletics,Womens Triple Jump,23,Bronze Medal,,
12966,1965268,MOON Katie,Female,United States,Athletics,Womens Pole Vault,33,Silver Medal,,
12972,1965289,NORMAN Michael,Male,United States,Athletics,Mens 4 x 400m Relay,27,Gold Medal,ATHM4X400M--USA01,8.0
12977,1965306,McEWEN Shelby,Male,United States,Athletics,Mens High Jump,28,Silver Medal,,
12978,1965308,McLAUGHLIN-LEVRONE Sydney,Female,United States,Athletics,Womens 400m Hurdles,25,Gold Medal,,
12979,1965308,McLAUGHLIN-LEVRONE Sydney,Female,United States,Athletics,Womens 4 x 400m Relay,25,Gold Medal,ATHW4X400M--USA01,8.0
12981,1965327,NUGUSE Yared,Male,United States,Athletics,Mens 1500m,25,Bronze Medal,,
